Large, 4933, 23, 13, 5, 17, 11, 4, 6, 23, 17, 11, 25, 7, 22, 5, 18
Large, 5990, 25, 3, 17, 21, 4, 13, 22, 12, 18, 6, 25, 17, 9, 25, 10
Large, 7291, 17, 4, 24, 8, 22, 9, 25, 13, 9, 3, 6, 12, 23, 15, 1
Large, 2780, 5, 1, 4, 5, 8, 4, 15, 4, 16, 9, 15, 25, 19, 5, 15
Large, 2635, 20, 11, 23, 1, 25, 22, 4, 21, 20, 8, 20, 20, 15, 24, 4
Large, 8180, 8, 17, 5, 12, 8, 4, 21, 9, 2, 24, 11, 21, 25, 3, 23
Large, 7204, 6, 21, 17, 24, 12, 20, 7, 17, 14, 11, 13, 1, 6, 15, 7
Large, 2142, 3, 13, 22, 22, 7, 3, 7, 24, 3, 8, 10, 2, 2, 7, 4
Large, 1258, 18, 18, 21, 7, 23, 6, 7, 5, 6, 7, 15, 9, 21, 12, 10
Large, 4477, 3, 20, 22, 2, 20, 5, 9, 12, 2, 11, 24, 15, 23, 25, 11
Large, 7990, 4, 8, 9, 19, 21, 20, 21, 2, 25, 4, 12, 6, 20, 22, 1
Large, 2353, 22, 14, 5, 4, 5, 1, 7, 4, 22, 25, 9, 3, 11, 15, 11
Large, 2681, 21, 4, 7, 8, 19, 7, 20, 22, 25, 2, 12, 22, 19, 25, 13
Large, 5057, 22, 9, 24, 5, 15, 18, 20, 8, 13, 25, 10, 24, 6, 9, 6
Large, 1797, 18, 7, 5, 22, 25, 10, 5, 16, 14, 2, 17, 4, 5, 6, 4
Large, 1176, 17, 1, 25, 15, 18, 4, 2, 20, 13, 5, 10, 12, 21, 1, 18
Large, 9235, 14, 20, 2, 24, 23, 11, 5, 2, 12, 13, 15, 21, 8, 9, 5
Large, 6401, 17, 9, 16, 20, 7, 14, 23, 18, 4, 21, 25, 8, 25, 14, 5
Large, 3484, 23, 25, 9, 10, 14, 21, 25, 10, 4, 22, 9, 4, 24, 20, 8
Large, 3852, 19, 12, 1, 14, 24, 16, 13, 19, 21, 6, 2, 14, 13, 3, 18
Large, 6191, 21, 13, 14, 13, 16, 23, 11, 1, 15, 21, 20, 4, 16, 10, 6
Large, 2342, 21, 13, 10, 8, 14, 14, 14, 9, 24, 1, 20, 22, 17, 20, 21
Large, 6400, 20, 7, 12, 17, 6, 21, 25, 14, 5, 13, 8, 22, 23, 9, 21
Large, 5493, 5, 25, 23, 13, 10, 15, 22, 7, 8, 25, 10, 17, 20, 12, 13
Large, 5113, 16, 8, 10, 24, 3, 23, 11, 15, 15, 17, 1, 6, 5, 12, 20
Large, 5677, 23, 10, 13, 16, 5, 23, 3, 13, 25, 4, 15, 13, 1, 4, 2
Large, 5469, 11, 16, 12, 6, 1, 3, 5, 20, 15, 24, 4, 11, 16, 22, 10
Large, 4336, 2, 11, 9, 23, 25, 9, 2, 18, 13, 20, 12, 2, 16, 5, 11
Large, 9699, 12, 20, 24, 20, 17, 22, 3, 2, 12, 19, 16, 6, 8, 20, 8
