Large, 7207, 19, 16, 24, 18, 21, 12, 9, 21, 7, 18, 12, 20, 5, 9
Large, 1901, 9, 18, 10, 22, 5, 2, 8, 24, 15, 3, 12, 12, 3, 5
Large, 3344, 7, 1, 19, 11, 11, 16, 23, 1, 4, 21, 7, 5, 16, 23
Large, 7677, 11, 5, 6, 22, 12, 6, 9, 1, 13, 9, 8, 8, 1, 21
Large, 4712, 1, 12, 7, 20, 2, 19, 14, 8, 11, 16, 3, 4, 14, 16
Large, 9709, 24, 19, 16, 10, 13, 13, 15, 4, 1, 2, 10, 12, 16, 4
Large, 1505, 17, 25, 6, 20, 10, 10, 4, 22, 20, 15, 5, 18, 8, 21
Large, 3704, 10, 25, 13, 23, 16, 15, 17, 5, 2, 15, 14, 6, 18, 3
Large, 4198, 13, 20, 16, 10, 9, 11, 19, 21, 17, 25, 11, 20, 1, 24
Large, 2221, 8, 11, 16, 2, 10, 23, 24, 3, 23, 3, 6, 21, 11, 25
Large, 7189, 9, 18, 21, 2, 8, 24, 14, 3, 20, 20, 9, 22, 6, 6
Large, 8836, 10, 14, 14, 14, 5, 11, 1, 3, 21, 17, 15, 5, 13, 13
Large, 9111, 16, 16, 20, 5, 5, 13, 17, 20, 8, 21, 4, 13, 15, 4
